"quelle_georef","QID_quelle_georef","katalognr","fst_id","fst_name","gemeinde","GEMEINDE_QID","GEMEINDE_GeoNames","GEMEINDE_TGN","GEMEINDE_IDAI","GEMEINDE_OSM_Relation","GEMEINDE_matchLabel","GEMEINDE_matchScore","GEMEINDE_matchReason","kreis","KREIS_QID","KREIS_GeoNames","KREIS_TGN","KREIS_IDAI","KREIS_OSM_Relation","KREIS_matchLabel","KREIS_matchScore","KREIS_matchReason","bundesland","BUNDESLAND_QID","BUNDESLAND_GeoNames","BUNDESLAND_TGN","BUNDESLAND_IDAI","BUNDESLAND_OSM_Relation","BUNDESLAND_matchLabel","BUNDESLAND_matchScore","BUNDESLAND_matchReason","land","LAND_QID","LAND_GeoNames","LAND_TGN","LAND_IDAI","LAND_OSM_Relation","LAND_matchLabel","LAND_matchScore","LAND_matchReason","kultur","entdeckung","QID_entdeckung","publikation_arch","QID_publikation","fundstellenart","QID_fundstellenart","genauigkeit_m","FID","methode","quellen_typ","methodenbeschr","wgs84_x","wgs84_y","dating_start","dating_certainty_start","dating_end","dating_certainty_end","dating_method","dating_certainty_range","dating_perio.do","dating_perio.do_match","sherd"
"Czerniak 1980","Q139304624","22","88","Byczyna","Gmina Dobre","Q2051728","7531908","","","2994052","Gmina Dobre","1.0","Exact match via rdfs:label [global index] | 'Gmina Dobre' -> 'Gmina Dobre'","pow. Miński","Q947536","","","","","Powiat Miński","1.0","Direct override | 'pow. Miński' -> QID=Q947536 | [override -> QID=Q947536]","Woj. Kujawsko-Pomorskie","Q54153","3337500","","","223407","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","Polen","Q36","798544","7006366","2054097","49715","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","SBK","","","Czerniak 1980","Q139304624","unbek.","Q59496158","1500","535","Georeferenzierung einer gedruckten Karte","Printpublikation","georeferenziert wurde gedrucktes Kartenmaterial von  Czerniak 1980","18.62","52.67","-4800","+/- 100 years","-4350","+/- 100 years","Q816829","low precision, as only stylistic dating","http://n2t.net/ark:/99152/p0wctqtnkjq","relatedMatch",""
"Czerniak 1980","Q139304624","27","93","Ciechocinek - Wolica","Gmina Ciechocinek","Q985659","","","","","Gmina Ciechocinek","1.0","Direct override | 'Gmina Ciechocinek' -> QID=Q985659 | [override -> QID=Q985659]","pow. Aleksandrowski","Q750491","7530904","","","2615964","powiat aleksandrowski","1.0","Exact match via rdfs:label [global index] | 'Powiat Aleksandrowski' -> 'powiat aleksandrowski'","Woj. Kujawsko-Pomorskie","Q54153","3337500","","","223407","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","Polen","Q36","798544","7006366","2054097","49715","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","SBK","","","Czerniak 1980","Q139304624","unbek.","Q59496158","1000","538","Georeferenzierung einer gedruckten Karte","Printpublikation","georeferenziert wurde gedrucktes Kartenmaterial von  Czerniak 1980","18.79","52.89","-4800","+/- 100 years","-4350","+/- 100 years","Q816829","low precision, as only stylistic dating","http://n2t.net/ark:/99152/p0wctqtnkjq","relatedMatch",""
"Czerniak 1980L","Q139304624","2","23","Bakowo 3","Gmina Dąbrowa Biskupia","Q618405","7532003","","","2635362","Gmina Dąbrowa Biskupia","1.0","Exact match via rdfs:label [global index] | 'Gmina Dąbrowa Biskupia' -> 'Gmina Dąbrowa Biskupia'","pow. Inowrocławski","Q773314","7530910","","","1286782","powiat inowrocławski","1.0","Exact match via rdfs:label [global index] | 'Powiat Inowrocławski' -> 'powiat inowrocławski'","Woj. Kujawsko-Pomorskie","Q54153","3337500","","","223407","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","Polen","Q36","798544","7006366","2054097","49715","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","BKK","","","Czerniak 1980","Q139304624","unbek.","Q59496158","1500","539","Georeferenzierung einer gedruckten Karte","Printpublikation","georeferenziert wurde gedrucktes Kartenmaterial von  Czerniak 1980","18.49","52.76","-4350","+/- 50 years","-3900","+/- 100 years","","low precision, as only stylistic dating","http://n2t.net/ark:/99152/p0j9r7233z7","exactMatch",""
"Czerniak 1980","Q139304624","97","326","Piaski 4","Gmina Kruszwica","Q7764069","7533344","","","2635353","Gmina Kruszwica","1.0","Exact match via rdfs:label [global index] | 'Gmina Kruszwica' -> 'Gmina Kruszwica'","pow. Inowrocławski","Q773314","7530910","","","1286782","powiat inowrocławski","1.0","Exact match via rdfs:label [global index] | 'Powiat Inowrocławski' -> 'powiat inowrocławski'","Woj. Kujawsko-Pomorskie","Q54153","3337500","","","223407","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","Polen","Q36","798544","7006366","2054097","49715","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","SBK","","","Smoczyńska 1952","Q139304630","unbek.","Q59496158","1500","550","Georeferenzierung einer gedruckten Karte","Printpublikation","georeferenziert wurde gedrucktes Kartenmaterial von  Czerniak 1980","18.44","52.68","-4800","+/- 100 years","-4350","+/- 100 years","Q816829","low precision, as only stylistic dating","http://n2t.net/ark:/99152/p0wctqtnkjq","relatedMatch",""
"Czerniak 1980","Q139304624","60","199","Jankowo 11","Gmina Pakość","Q2149918","7533279","","","2635295","Gmina Pakość","1.0","Exact match via rdfs:label [global index] | 'Gmina Pakość' -> 'Gmina Pakość'","pow. Inowrocławski","Q773314","7530910","","","1286782","powiat inowrocławski","1.0","Exact match via rdfs:label [global index] | 'Powiat Inowrocławski' -> 'powiat inowrocławski'","Woj. Kujawsko-Pomorskie","Q54153","3337500","","","223407","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","Polen","Q36","798544","7006366","2054097","49715","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","BKK","","","Czerniak 1980","Q139304624","unbek.","Q59496158","1000","543","Georeferenzierung einer gedruckten Karte","Printpublikation","georeferenziert wurde gedrucktes Kartenmaterial von  Czerniak 1980","18.07","52.77","-4350","+/- 50 years","-3900","+/- 100 years","","low precision, as only stylistic dating","http://n2t.net/ark:/99152/p0j9r7233z7","exactMatch",""
"Czerniak 1980","Q139304624","52","198","Janikowo 6","Gmina Janikowo","Q428194","7533087","","","2635336","Gmina Janikowo","1.0","Exact match via rdfs:label [global index] | 'Gmina Janikowo' -> 'Gmina Janikowo'","pow. Inowrocławski","Q773314","7530910","","","1286782","powiat inowrocławski","1.0","Exact match via rdfs:label [global index] | 'Powiat Inowrocławski' -> 'powiat inowrocławski'","Woj. Kujawsko-Pomorskie","Q54153","3337500","","","223407","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","Polen","Q36","798544","7006366","2054097","49715","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","BKK","","","Czerniak 1980","Q139304624","unbek.","Q59496158","1000","544","Georeferenzierung einer gedruckten Karte","Printpublikation","georeferenziert wurde gedrucktes Kartenmaterial von  Czerniak 1980","18.11","52.75","-4350","+/- 50 years","-3900","+/- 100 years","","low precision, as only stylistic dating","http://n2t.net/ark:/99152/p0j9r7233z7","exactMatch",""
"Czerniak 1980","Q139304624","88","321","Ostrowo 3","Gmina Pakość","Q2149918","7533279","","","2635295","Gmina Pakość","1.0","Exact match via rdfs:label [global index] | 'Gmina Pakość' -> 'Gmina Pakość'","pow. Inowrocławski","Q773314","7530910","","","1286782","powiat inowrocławski","1.0","Exact match via rdfs:label [global index] | 'Powiat Inowrocławski' -> 'powiat inowrocławski'","Woj. Kujawsko-Pomorskie","Q54153","3337500","","","223407","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","Polen","Q36","798544","7006366","2054097","49715","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","BKK","","","Czerniak 1980","Q139304624","unbek.","Q59496158","1000","546","Georeferenzierung einer gedruckten Karte","Printpublikation","georeferenziert wurde gedrucktes Kartenmaterial von  Czerniak 1980","18.1","52.77","-4350","+/- 50 years","-3900","+/- 100 years","","low precision, as only stylistic dating","http://n2t.net/ark:/99152/p0j9r7233z7","exactMatch",""
"Czerniak 1980","Q139304624","124","443","Tuczno","Gmina Złotniki Kuj.","Q618437","","","","","Gmina Złotniki Kuj.","1.0","Direct override | 'Gmina Złotniki Kuj.' -> QID=Q618437 | [override -> QID=Q618437]","pow. Inowrocławski","Q773314","7530910","","","1286782","powiat inowrocławski","1.0","Exact match via rdfs:label [global index] | 'Powiat Inowrocławski' -> 'powiat inowrocławski'","Woj. Kujawsko-Pomorskie","Q54153","3337500","","","223407","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","Polen","Q36","798544","7006366","2054097","49715","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","BKK","","","Czerniak 1980","Q139304624","unbek.","Q59496158","1000","547","Georeferenzierung einer gedruckten Karte","Printpublikation","georeferenziert wurde gedrucktes Kartenmaterial von  Czerniak 1980","18.14","52.86","-4350","+/- 50 years","-3900","+/- 100 years","","low precision, as only stylistic dating","http://n2t.net/ark:/99152/p0j9r7233z7","exactMatch",""
"Czerniak 1980","Q139304624","136","502","Złotowo 6","Gmina Kruszwica","Q7764069","7533344","","","2635353","Gmina Kruszwica","1.0","Exact match via rdfs:label [global index] | 'Gmina Kruszwica' -> 'Gmina Kruszwica'","pow. Inowrocławski","Q773314","7530910","","","1286782","powiat inowrocławski","1.0","Exact match via rdfs:label [global index] | 'Powiat Inowrocławski' -> 'powiat inowrocławski'","Woj. Kujawsko-Pomorskie","Q54153","3337500","","","223407","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","Polen","Q36","798544","7006366","2054097","49715","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","BKK","","","Czerniak 1980","Q139304624","unbek.","Q59496158","1500","542","Georeferenzierung einer gedruckten Karte","Printpublikation","georeferenziert wurde gedrucktes Kartenmaterial von  Czerniak 1980","18.03","52.87","-4350","+/- 50 years","-3900","+/- 100 years","","low precision, as only stylistic dating","http://n2t.net/ark:/99152/p0j9r7233z7","exactMatch",""
"Pyzel 2019","Q139460445","","270","Ludwinowo 7","Gmina Wocławek","Q749271","7532846","","","2635731","Gmina Włocławek","0.9655","Fuzzy match (score=0.97) via rdfs:label [global index] | 'Gmina Wocławek' -> 'Gmina Włocławek'","pow. Włocławski","Q774833","7530921","","","2616205","powiat włocławski","1.0","Exact match via rdfs:label [global index] | 'Powiat Włocławski' -> 'powiat włocławski'","Woj. Kujawsko-Pomorskie","Q54153","3337500","","","223407","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","Polen","Q36","798544","7006366","2054097","49715","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","SBK","Ausgrabung","Q959782","Pyzel 2019","Q139460445","Siedlung","Q486972","50","548","Georeferenzierung einer gedruckten Karte","Printpublikation","georeferenziert wurde gedrucktes Kartenmaterial von Pyzel 2019","19.01","52.57","-4800","+/- 100 years","-4350","+/- 100 years","Q816829","low precision, as only stylistic dating","http://n2t.net/ark:/99152/p0wctqtnkjq","relatedMatch",""
"Pyzel 2019","Q139460445","","270","Ludwinowo 7","Gmina Wocławek","Q749271","7532846","","","2635731","Gmina Włocławek","0.9655","Fuzzy match (score=0.97) via rdfs:label [global index] | 'Gmina Wocławek' -> 'Gmina Włocławek'","pow. Włocławski","Q774833","7530921","","","2616205","powiat włocławski","1.0","Exact match via rdfs:label [global index] | 'Powiat Włocławski' -> 'powiat włocławski'","Woj. Kujawsko-Pomorskie","Q54153","3337500","","","223407","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","Polen","Q36","798544","7006366","2054097","49715","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","BKK","Ausgrabung","Q959782","Pyzel 2019","Q139460445","Siedlung","Q486972","50","549","Georeferenzierung einer gedruckten Karte","Printpublikation","georeferenziert wurde gedrucktes Kartenmaterial von Pyzel 2019","19.01","52.57","-4350","+/- 50 years","-3900","+/- 100 years","","low precision, as only stylistic dating","http://n2t.net/ark:/99152/p0j9r7233z7","exactMatch",""
"Wetzel 1988","Q139304620","","445","Uhyst 13","Boxberg/O.L.","Q544833","7602579","","","1310637","Boxberg/O.L.","1.0","Exact match via rdfs:label [global index] | 'Boxberg/O.L.' -> 'Boxberg/O.L.'","Görlitz","Q6317","","","","","Landkreis Görlitz","1.0","Direct override | 'Görlitz' -> QID=Q6317 | [override -> QID=Q6317]","Sachsen","Q1202","2842566","7003685","2315107","62467","Sachsen","1.0","Exact match via rdfs:label [global index] | 'Sachsen' -> 'Sachsen'","Deutschland","Q183","2921044","7000084","2044274","51477","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","Guhrau","Lesefunde","","Wetzel 1988","Q139304620","unbek.","Q59496158","200","551","Georeferenzierung einer gedruckten Karte","Printpublikation","georeferenziert wurde gedrucktes Kartenmaterial von Wetzel 1988","14.53","51.37","-4685","+/- 100 years","-4505","+/- 100 years","Q173412","medium certainty, only one 14C date, cultural attribution unclear","","",""
"Wetzel 1988","Q139304620","","447","Uhyst 20","Boxberg/O.L.","Q544833","7602579","","","1310637","Boxberg/O.L.","1.0","Exact match via rdfs:label [global index] | 'Boxberg/O.L.' -> 'Boxberg/O.L.'","Görlitz","Q6317","","","","","Landkreis Görlitz","1.0","Direct override | 'Görlitz' -> QID=Q6317 | [override -> QID=Q6317]","Sachsen","Q1202","2842566","7003685","2315107","62467","Sachsen","1.0","Exact match via rdfs:label [global index] | 'Sachsen' -> 'Sachsen'","Deutschland","Q183","2921044","7000084","2044274","51477","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","SRK?","","","Wetzel 1988","Q139304620","Grab?","Q173387","200","552","Georeferenzierung einer gedruckten Karte","Printpublikation","georeferenziert wurde gedrucktes Kartenmaterial von Wetzel 1988","14.53","51.38","-4800","+/- 100 years","-4750","+/- 100 years","Q816829","low precision, as only stylistic dating","http://n2t.net/ark:/99152/p0j9r72g96p","exactMatch",""
"Dziewanowski 2023","Q139460420","1","290","Mierzyn 6","Gmina Dobra","Q557090","7532918","","","342936","Gmina Dobra","1.0","Exact match via rdfs:label [global index] | 'Gmina Dobra' -> 'Gmina Dobra'","pow. Policki","Q558696","7530844","","","343814","powiat policki","1.0","Exact match via rdfs:label [global index] | 'Powiat Policki' -> 'powiat policki'","Woj. Zachodniopomorskie","Q54188","3337499","","","104401","zachodniopomorskie","1.0","Exact match via skos:altLabel [global index] | 'Zachodniopomorskie' -> 'zachodniopomorskie' | [normalised: stripped -> 'Zachodniopomorskie']","Polen","Q36","798544","7006366","2054097","49715","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","SBK","Einzelfund","Q1144458","Dziewanowski 2015","Q139304639","Grab?","Q173387","800","562","Georeferenzierung einer gedruckten Karte","Printpublikation","georeferenziert wurde gedrucktes Kartenmaterial von  Dziewanowski 2023","14.46","53.44","-4800","+/- 100 years","-4350","+/- 100 years","Q816829","low precision, as only stylistic dating","http://n2t.net/ark:/99152/p0wctqtnkjq","relatedMatch",""
"Dziewanowski 2023","Q139460420","2","353","Przylep 5","Gmina Kołbaskowo","Q557824","7532384","","","343261","Gmina Kołbaskowo","1.0","Exact match via rdfs:label [global index] | 'Gmina Kołbaskowo' -> 'Gmina Kołbaskowo'","pow. Policki","Q558696","7530844","","","343814","powiat policki","1.0","Exact match via rdfs:label [global index] | 'Powiat Policki' -> 'powiat policki'","Woj. Zachodniopomorskie","Q54188","3337499","","","104401","zachodniopomorskie","1.0","Exact match via skos:altLabel [global index] | 'Zachodniopomorskie' -> 'zachodniopomorskie' | [normalised: stripped -> 'Zachodniopomorskie']","Polen","Q36","798544","7006366","2054097","49715","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","SRK","Ausgrabung","Q959782","Dziewanowski 2015","Q139304639","Siedlung","Q486972","800","561","Georeferenzierung einer gedruckten Karte","Printpublikation","georeferenziert wurde gedrucktes Kartenmaterial von  Dziewanowski 2023","14.46","53.41","-4800","+/- 100 years","-4350","+/- 100 years","Q816829","low precision, as only stylistic dating","http://n2t.net/ark:/99152/p0wctqtnkjq","relatedMatch",""
"Dziewanowski 2023","Q139460420","4","461","Warzymice 2","Gmina Kołbaskowo","Q557824","7532384","","","343261","Gmina Kołbaskowo","1.0","Exact match via rdfs:label [global index] | 'Gmina Kołbaskowo' -> 'Gmina Kołbaskowo'","pow. Policki","Q558696","7530844","","","343814","powiat policki","1.0","Exact match via rdfs:label [global index] | 'Powiat Policki' -> 'powiat policki'","Woj. Zachodniopomorskie","Q54188","3337499","","","104401","zachodniopomorskie","1.0","Exact match via skos:altLabel [global index] | 'Zachodniopomorskie' -> 'zachodniopomorskie' | [normalised: stripped -> 'Zachodniopomorskie']","Polen","Q36","798544","7006366","2054097","49715","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","Rössener Kultur","Ausgrabung","Q959782","Dziewanowski 2015","Q139304639","Siedlung","Q486972","800","560","Georeferenzierung einer gedruckten Karte","Printpublikation","georeferenziert wurde gedrucktes Kartenmaterial von  Dziewanowski 2023","14.46","53.38","-4700","+/- 100 years","-4400","+/- 100 years","Q816829","low precision, as only stylistic dating","http://n2t.net/ark:/99152/p066jt92nth","closeMatch",""
"Dziewanowski 2023","Q139460420","5","449","Ustowo/Kamieniec","Gmina Kołbaskowo","Q557824","7532384","","","343261","Gmina Kołbaskowo","1.0","Exact match via rdfs:label [global index] | 'Gmina Kołbaskowo' -> 'Gmina Kołbaskowo'","pow. Policki","Q558696","7530844","","","343814","powiat policki","1.0","Exact match via rdfs:label [global index] | 'Powiat Policki' -> 'powiat policki'","Woj. Zachodniopomorskie","Q54188","3337499","","","104401","zachodniopomorskie","1.0","Exact match via skos:altLabel [global index] | 'Zachodniopomorskie' -> 'zachodniopomorskie' | [normalised: stripped -> 'Zachodniopomorskie']","Polen","Q36","798544","7006366","2054097","49715","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","Rössener Kultur","Einzelfund","Q1144458","Dziewanowski 2015","Q139304639","unbek.","Q59496158","800","559","Georeferenzierung einer gedruckten Karte","Printpublikation","georeferenziert wurde gedrucktes Kartenmaterial von  Dziewanowski 2023","14.49","53.35","-4700","+/- 100 years","-4400","+/- 100 years","Q816829","low precision, as only stylistic dating","http://n2t.net/ark:/99152/p066jt92nth","closeMatch",""
"Dziewanowski 2023","Q139460420","6","291","Mierzyn 9","Gmina Dobra","Q557090","7532918","","","342936","Gmina Dobra","1.0","Exact match via rdfs:label [global index] | 'Gmina Dobra' -> 'Gmina Dobra'","pow. Policki","Q558696","7530844","","","343814","powiat policki","1.0","Exact match via rdfs:label [global index] | 'Powiat Policki' -> 'powiat policki'","Woj. Zachodniopomorskie","Q54188","3337499","","","104401","zachodniopomorskie","1.0","Exact match via skos:altLabel [global index] | 'Zachodniopomorskie' -> 'zachodniopomorskie' | [normalised: stripped -> 'Zachodniopomorskie']","Polen","Q36","798544","7006366","2054097","49715","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","Rössener Kultur","Ausgrabung","Q959782","Dziewanowski 2015","Q139304639","Siedlung","Q486972","800","558","Georeferenzierung einer gedruckten Karte","Printpublikation","georeferenziert wurde gedrucktes Kartenmaterial von  Dziewanowski 2023","14.44","53.43","-4700","+/- 100 years","-4400","+/- 100 years","Q816829","low precision, as only stylistic dating","http://n2t.net/ark:/99152/p066jt92nth","closeMatch",""
