"quelle_georef","QID_quelle_georef","katalognr","fst_id","fst_name","gemeinde","kreis","KREIS_QID","KREIS_GeoNames","KREIS_TGN","KREIS_IDAI","KREIS_OSM_Relation","KREIS_matchLabel","KREIS_matchScore","KREIS_matchReason","bundesland","BUNDESLAND_QID","BUNDESLAND_GeoNames","BUNDESLAND_TGN","BUNDESLAND_IDAI","BUNDESLAND_OSM_Relation","BUNDESLAND_matchLabel","BUNDESLAND_matchScore","BUNDESLAND_matchReason","land","LAND_QID","LAND_GeoNames","LAND_TGN","LAND_IDAI","LAND_OSM_Relation","LAND_matchLabel","LAND_matchScore","LAND_matchReason","perio.do","kultur","entdeckung","QID_entdeckung","publikation_arch","QID_publikation","fundstellenart","QID_fundstellenart","genauigkeit_m","FID","methode","quellen_typ","methodenbeschr","wgs84_x","wgs84_y"
"Dziewanowski 2023","","1","290","Mierzyn 6","Gmina Dobra","pow. Policki","Q558696","7530844","","","343814","powiat policki","1.0","Exact match via rdfs:label [global index] | 'Powiat Policki' -> 'powiat policki'","Woj. Zachodniopomorskie","Q54188","3337499","","","104401","zachodniopomorskie","1.0","Exact match via skos:altLabel [global index] | 'Zachodniopomorskie' -> 'zachodniopomorskie' | [normalised: stripped -> 'Zachodniopomorskie']","Polen","Q36","798544","7006366","2054097","49715","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","","SBK","Einzelfund","Q1144458","Dziewanowski 2015","","Grab?","Q173387","800","562","Georeferenzierung einer gedruckten Karte","Printpublikation","georeferenziert wurde gedrucktes Kartenmaterial von  Dziewanowski 2023","14.46","53.44"
"Dziewanowski 2023","","2","353","Przylep 5","Gmina Kołbaskowo","pow. Policki","Q558696","7530844","","","343814","powiat policki","1.0","Exact match via rdfs:label [global index] | 'Powiat Policki' -> 'powiat policki'","Woj. Zachodniopomorskie","Q54188","3337499","","","104401","zachodniopomorskie","1.0","Exact match via skos:altLabel [global index] | 'Zachodniopomorskie' -> 'zachodniopomorskie' | [normalised: stripped -> 'Zachodniopomorskie']","Polen","Q36","798544","7006366","2054097","49715","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","","SRK","Ausgrabung","Q959782","Dziewanowski 2015","","Siedlung","Q486972","800","561","Georeferenzierung einer gedruckten Karte","Printpublikation","georeferenziert wurde gedrucktes Kartenmaterial von  Dziewanowski 2023","14.46","53.41"
"Dziewanowski 2023","","4","461","Warzymice 2","Gmina Kołbaskowo","pow. Policki","Q558696","7530844","","","343814","powiat policki","1.0","Exact match via rdfs:label [global index] | 'Powiat Policki' -> 'powiat policki'","Woj. Zachodniopomorskie","Q54188","3337499","","","104401","zachodniopomorskie","1.0","Exact match via skos:altLabel [global index] | 'Zachodniopomorskie' -> 'zachodniopomorskie' | [normalised: stripped -> 'Zachodniopomorskie']","Polen","Q36","798544","7006366","2054097","49715","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","","Rössen","Ausgrabung","Q959782","Dziewanowski 2015","","Siedlung","Q486972","800","560","Georeferenzierung einer gedruckten Karte","Printpublikation","georeferenziert wurde gedrucktes Kartenmaterial von  Dziewanowski 2023","14.46","53.38"
"Dziewanowski 2023","","5","449","Ustowo/Kamieniec","Gmina Kołbaskowo","pow. Policki","Q558696","7530844","","","343814","powiat policki","1.0","Exact match via rdfs:label [global index] | 'Powiat Policki' -> 'powiat policki'","Woj. Zachodniopomorskie","Q54188","3337499","","","104401","zachodniopomorskie","1.0","Exact match via skos:altLabel [global index] | 'Zachodniopomorskie' -> 'zachodniopomorskie' | [normalised: stripped -> 'Zachodniopomorskie']","Polen","Q36","798544","7006366","2054097","49715","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","","Rössen","Einzelfund","Q1144458","Dziewanowski 2015","","unbek.","Q59496158","800","559","Georeferenzierung einer gedruckten Karte","Printpublikation","georeferenziert wurde gedrucktes Kartenmaterial von  Dziewanowski 2023","14.49","53.35"
"Dziewanowski 2023","","6","291","Mierzyn 9","Gmina Dobra","pow. Policki","Q558696","7530844","","","343814","powiat policki","1.0","Exact match via rdfs:label [global index] | 'Powiat Policki' -> 'powiat policki'","Woj. Zachodniopomorskie","Q54188","3337499","","","104401","zachodniopomorskie","1.0","Exact match via skos:altLabel [global index] | 'Zachodniopomorskie' -> 'zachodniopomorskie' | [normalised: stripped -> 'Zachodniopomorskie']","Polen","Q36","798544","7006366","2054097","49715","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","","Rössen","Ausgrabung","Q959782","Dziewanowski 2015","","Siedlung","Q486972","800","558","Georeferenzierung einer gedruckten Karte","Printpublikation","georeferenziert wurde gedrucktes Kartenmaterial von  Dziewanowski 2023","14.44","53.43"
"Dziewanowski 2023","","7","289","Mierzyn 5 (36)","Gmina Dobra","pow. Policki","Q558696","7530844","","","343814","powiat policki","1.0","Exact match via rdfs:label [global index] | 'Powiat Policki' -> 'powiat policki'","Woj. Zachodniopomorskie","Q54188","3337499","","","104401","zachodniopomorskie","1.0","Exact match via skos:altLabel [global index] | 'Zachodniopomorskie' -> 'zachodniopomorskie' | [normalised: stripped -> 'Zachodniopomorskie']","Polen","Q36","798544","7006366","2054097","49715","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","","Rössen","Ausgrabung","Q959782","Dziewanowski 2015","","Siedlung","Q486972","800","557","Georeferenzierung einer gedruckten Karte","Printpublikation","georeferenziert wurde gedrucktes Kartenmaterial von  Dziewanowski 2023","14.46","53.42"
"Dziewanowski 2023","","8","424","Stobno 13","Gmina Kołbaskowo","pow. Policki","Q558696","7530844","","","343814","powiat policki","1.0","Exact match via rdfs:label [global index] | 'Powiat Policki' -> 'powiat policki'","Woj. Zachodniopomorskie","Q54188","3337499","","","104401","zachodniopomorskie","1.0","Exact match via skos:altLabel [global index] | 'Zachodniopomorskie' -> 'zachodniopomorskie' | [normalised: stripped -> 'Zachodniopomorskie']","Polen","Q36","798544","7006366","2054097","49715","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","","Rössen","Ausgrabung","Q959782","Dziewanowski 2015","","Siedlung","Q486972","800","556","Georeferenzierung einer gedruckten Karte","Printpublikation","georeferenziert wurde gedrucktes Kartenmaterial von  Dziewanowski 2023","14.44","53.42"
"Dziewanowski 2023","","9","409","Siadło Dolne 7","Gmina Kołbaskowo","pow. Policki","Q558696","7530844","","","343814","powiat policki","1.0","Exact match via rdfs:label [global index] | 'Powiat Policki' -> 'powiat policki'","Woj. Zachodniopomorskie","Q54188","3337499","","","104401","zachodniopomorskie","1.0","Exact match via skos:altLabel [global index] | 'Zachodniopomorskie' -> 'zachodniopomorskie' | [normalised: stripped -> 'Zachodniopomorskie']","Polen","Q36","798544","7006366","2054097","49715","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","","Rössen","","","Dziewanowski 2015","","unbek.","Q59496158","800","555","Georeferenzierung einer gedruckten Karte","Printpublikation","georeferenziert wurde gedrucktes Kartenmaterial von  Dziewanowski 2023","14.49","53.38"
"Dziewanowski 2023","","10","448","Ustowo 24","Gmina Kołbaskowo","pow. Policki","Q558696","7530844","","","343814","powiat policki","1.0","Exact match via rdfs:label [global index] | 'Powiat Policki' -> 'powiat policki'","Woj. Zachodniopomorskie","Q54188","3337499","","","104401","zachodniopomorskie","1.0","Exact match via skos:altLabel [global index] | 'Zachodniopomorskie' -> 'zachodniopomorskie' | [normalised: stripped -> 'Zachodniopomorskie']","Polen","Q36","798544","7006366","2054097","49715","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","","Rössen","","","Dziewanowski 2019","","unbek.","Q59496158","800","554","Georeferenzierung einer gedruckten Karte","Printpublikation","georeferenziert wurde gedrucktes Kartenmaterial von  Dziewanowski 2023","14.52","53.39"
"Dziewanowski 2023","","7","289","Mierzyn 5 (36)","Gmina Dobra","pow. Policki","Q558696","7530844","","","343814","powiat policki","1.0","Exact match via rdfs:label [global index] | 'Powiat Policki' -> 'powiat policki'","Woj. Zachodniopomorskie","Q54188","3337499","","","104401","zachodniopomorskie","1.0","Exact match via skos:altLabel [global index] | 'Zachodniopomorskie' -> 'zachodniopomorskie' | [normalised: stripped -> 'Zachodniopomorskie']","Polen","Q36","798544","7006366","2054097","49715","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","","SBK","Ausgrabung","Q959782","Dziewanowski 2015","","Siedlung","Q486972","800","553","Georeferenzierung einer gedruckten Karte","Printpublikation","georeferenziert wurde gedrucktes Kartenmaterial von  Dziewanowski 2023","14.46","53.42"
"Denkmaldaten / BLDAM 2021","Q897952","11326","303","Neuendorf am See 6","Neuendorf am See","Dahme-Spreewald","Q6173","3249080","7076944","","62376","Dahme-Spreewald","1.0","Exact match via skos:altLabel [global index] | 'Dahme-Spreewald' -> 'Dahme-Spreewald'","Brandenburg","Q1208","2945356","7000096","2048409","62504","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Deutschland","Q183","2921044","7000084","2044274","51477","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","","FBG","Lesefunde","Q1144458","Wetzel/Beran 2023","","unbek.","Q59496158","0","563","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden beim BLDAM angefragt und übernommen","0","0"
"Denkmaldaten / BLDAM 2024","Q897952","","132","Fürstenwalde 41","Fürstenwalde","Oder-Spree","Q6178","3249086","7076938","","62628","Oder-Spree","1.0","Exact match via skos:altLabel [global index] | 'Oder-Spree' -> 'Oder-Spree'","Brandenburg","Q1208","2945356","7000096","2048409","62504","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Deutschland","Q183","2921044","7000084","2044274","51477","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","","FBG","","","Wetzel/Beran 2023","","unbek.","Q59496158","0","564","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden beim BLDAM angefragt und übernommen","13.94","52.39"
"Denkmaldaten / BLDAM 2021","Q897952","","370","Rhinow 30","Rhinow","Havelland","Q6139","3249082","7076942","","62413","Havelland","1.0","Exact match via rdfs:label [global index] | 'Havelland' -> 'Havelland'","Brandenburg","Q1208","2945356","7000096","2048409","62504","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Deutschland","Q183","2921044","7000084","2044274","51477","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","","FBG","","","Wetzel/Beran 2023","","unbek.","Q59496158","0","565","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden beim BLDAM angefragt und übernommen","12.35","52.76"
"BLDAM / M. Ismail-Weber 2018","Q897952","11207","189","Hohenbrück 2","Hohenbrück","Dahme-Spreewald","Q6173","3249080","7076944","","62376","Dahme-Spreewald","1.0","Exact match via skos:altLabel [global index] | 'Dahme-Spreewald' -> 'Dahme-Spreewald'","Brandenburg","Q1208","2945356","7000096","2048409","62504","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","","Q183","2921044","7000084","2044274","51477","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","","Guhrau","Lesefunde","Q1144458","Wetzel 2013","","unbek.","Q59496158","0","571","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden 2018 von Maha Ismail-Weber beim BLDAM angefragt und übernommen","13.89","52.09"
"BLDAM / M. Ismail-Weber 2018","Q897952","49204","302","Neuendorf am See 13","Neuendorf am See","Dahme-Spreewald","Q6173","3249080","7076944","","62376","Dahme-Spreewald","1.0","Exact match via skos:altLabel [global index] | 'Dahme-Spreewald' -> 'Dahme-Spreewald'","Brandenburg","Q1208","2945356","7000096","2048409","62504","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","","Q183","2921044","7000084","2044274","51477","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","","Guhrau","Lesefunde","Q1144458","Wetzel 2013","","unbek.","Q59496158","0","574","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden 2018 von Maha Ismail-Weber beim BLDAM angefragt und übernommen","13.88","52.1"
"BLDAM / M. Ismail-Weber 2018","Q897952","29060","180","Heinersbrück 31","Heinersbrück","Spree-Neiße","Q6165","3249089","7076935","","62683","Spree-Neiße","1.0","Exact match via skos:altLabel [global index] | 'Spree-Neiße' -> 'Spree-Neiße'","Brandenburg","Q1208","2945356","7000096","2048409","62504","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","","Q183","2921044","7000084","2044274","51477","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","","Guhrau","Ausgrabung","Q959782","Wetzel 2013","","unbek.","Q59496158","0","575","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden 2018 von Maha Ismail-Weber beim BLDAM angefragt und übernommen","14.54","51.81"
"BLDAM / M. Ismail-Weber 2018","Q897952","16057","339","Potsdam 16","Potsdam","Potsdam","Q1711","7602560","7004463","","62369","Potsdam","1.0","Exact match via rdfs:label [global index] | 'Potsdam' -> 'Potsdam'","Brandenburg","Q1208","2945356","7000096","2048409","62504","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","","Q183","2921044","7000084","2044274","51477","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","","Guhrau","Lesefunde","Q1144458","Beran 2012 b","","unbek.","Q59496158","0","579","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden 2018 von Maha Ismail-Weber beim BLDAM angefragt und übernommen","13.07","52.4"
"BLDAM / M. Ismail-Weber 2018","Q897952","40884","344","Potsdam 82","Potsdam","Potsdam","Q1711","7602560","7004463","","62369","Potsdam","1.0","Exact match via rdfs:label [global index] | 'Potsdam' -> 'Potsdam'","Brandenburg","Q1208","2945356","7000096","2048409","62504","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","","Q183","2921044","7000084","2044274","51477","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","","Guhrau","Lesefunde","Q1144458","Beran 2011 a","","unbek.","Q59496158","0","580","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden 2018 von Maha Ismail-Weber beim BLDAM angefragt und übernommen","13.07","52.4"
"BLDAM / M. Ismail-Weber 2018","Q897952","27469","439","Trebus 1","Trebus","Oder-Spree","Q6178","3249086","7076938","","62628","Oder-Spree","1.0","Exact match via skos:altLabel [global index] | 'Oder-Spree' -> 'Oder-Spree'","Brandenburg","Q1208","2945356","7000096","2048409","62504","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","","Q183","2921044","7000084","2044274","51477","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","","Guhrau","Ausgrabung","Q959782","Kirsch 1993","","unbek.","Q59496158","0","581","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden 2018 von Maha Ismail-Weber beim BLDAM angefragt und übernommen","14.05","52.41"
"BLDAM / M. Ismail-Weber 2018","Q897952","19567","213","Kietz 3b","Kietz","Havelland","Q6139","3249082","7076942","","62413","Havelland","1.0","Exact match via rdfs:label [global index] | 'Havelland' -> 'Havelland'","Brandenburg","Q1208","2945356","7000096","2048409","62504","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","","Q183","2921044","7000084","2044274","51477","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","","Guhrau","Lesefunde","Q1144458","Wetzel 2013","","unbek.","Q59496158","0","582","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden 2018 von Maha Ismail-Weber beim BLDAM angefragt und übernommen","12.32","52.76"
"BLDAM / M. Ismail-Weber 2018","Q897952","9580","54","Bochow  8","Bochow","Teltow-Fläming","Q6146","","","","","Landkreis Teltow-Fläming","1.0","Direct override | 'Teltow-Fläming' -> QID=Q6146 | [override -> QID=Q6146]","Brandenburg","Q1208","2945356","7000096","2048409","62504","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","","Q183","2921044","7000084","2044274","51477","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","","Guhrau","Lesefunde","Q1144458","Eberhardt 2007","","unbek.","Q59496158","0","584","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden 2018 von Maha Ismail-Weber beim BLDAM angefragt und übernommen","13.06","51.96"
"BLDAM / M. Ismail-Weber 2018","Q897952","17189","222","Klinkow 26","Klinkow","Uckermark","Q338635","2820521","","","","Uckermark","1.0","Exact match via rdfs:label [global index] | 'Uckermark' -> 'Uckermark'","Brandenburg","Q1208","2945356","7000096","2048409","62504","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","","Q183","2921044","7000084","2044274","51477","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","","Guhrau","Lesefunde","Q1144458","Wetzel 2013","","unbek.","Q59496158","0","585","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden 2018 von Maha Ismail-Weber beim BLDAM angefragt und übernommen","13.83","53.32"
"BLDAM / M. Ismail-Weber 2018","Q897952","18010","401","Schwaneberg 27","Schwaneberg","Uckermark","Q338635","2820521","","","","Uckermark","1.0","Exact match via rdfs:label [global index] | 'Uckermark' -> 'Uckermark'","Brandenburg","Q1208","2945356","7000096","2048409","62504","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","","Q183","2921044","7000084","2044274","51477","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","","Guhrau","Lesefunde","Q1144458","Raddatz 1959","","unbek.","Q59496158","0","586","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden 2018 von Maha Ismail-Weber beim BLDAM angefragt und übernommen","14.12","53.33"
"BLDAM / M. Ismail-Weber 2018","Q897952","16318","39","Bietikow 15","Bietikow","Uckermark","Q338635","2820521","","","","Uckermark","1.0","Exact match via rdfs:label [global index] | 'Uckermark' -> 'Uckermark'","Brandenburg","Q1208","2945356","7000096","2048409","62504","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","","Q183","2921044","7000084","2044274","51477","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","","Guhrau","Lesefunde","Q1144458","Schoknecht 1986","","unbek.","Q59496158","0","587","Übernahme aus externer Datenbank","Strukturen des Landesdenkmalamts","die Koordinaten wurden 2018 von Maha Ismail-Weber beim BLDAM angefragt und übernommen","13.96","53.28"
