"FID catalogue Schmidt 2026","GEMEINDE","KREIS","BUNDESLAND","LAND","LAND_QID","LAND_GeoNames","LAND_matchLabel","LAND_matchScore","LAND_matchReason","BUNDESLAND_QID","BUNDESLAND_GeoNames","BUNDESLAND_matchLabel","BUNDESLAND_matchScore","BUNDESLAND_matchReason","KREIS_QID","KREIS_GeoNames","KREIS_matchLabel","KREIS_matchScore","KREIS_matchReason"
"192","Gmina Osięciny","pow. Radziejowski","Woj. Kujawsko-Pomorskie","Polen","Q36","798544","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","Q54153","3337500","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","Q687625","7530914","powiat radziejowski","1.0","Exact match via rdfs:label [global index] | 'Powiat Radziejowski' -> 'powiat radziejowski'"
"193","Gmina Osięciny","pow. Radziejowski","Woj. Kujawsko-Pomorskie","Polen","Q36","798544","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","Q54153","3337500","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","Q687625","7530914","powiat radziejowski","1.0","Exact match via rdfs:label [global index] | 'Powiat Radziejowski' -> 'powiat radziejowski'"
"194","Gmina Osięciny","pow. Radziejowski","Woj. Kujawsko-Pomorskie","Polen","Q36","798544","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","Q54153","3337500","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","Q687625","7530914","powiat radziejowski","1.0","Exact match via rdfs:label [global index] | 'Powiat Radziejowski' -> 'powiat radziejowski'"
"195","Gmina Osięciny","pow. Radziejowski","Woj. Kujawsko-Pomorskie","Polen","Q36","798544","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","Q54153","3337500","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","Q687625","7530914","powiat radziejowski","1.0","Exact match via rdfs:label [global index] | 'Powiat Radziejowski' -> 'powiat radziejowski'"
"196","Gmina Osięciny","pow. Radziejowski","Woj. Kujawsko-Pomorskie","Polen","Q36","798544","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","Q54153","3337500","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","Q687625","7530914","powiat radziejowski","1.0","Exact match via rdfs:label [global index] | 'Powiat Radziejowski' -> 'powiat radziejowski'"
"197","Gmina Osięciny","pow. Radziejowski","Woj. Kujawsko-Pomorskie","Polen","Q36","798544","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","Q54153","3337500","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","Q687625","7530914","powiat radziejowski","1.0","Exact match via rdfs:label [global index] | 'Powiat Radziejowski' -> 'powiat radziejowski'"
"198","Gmina Osięciny","pow. Radziejowski","Woj. Kujawsko-Pomorskie","Polen","Q36","798544","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","Q54153","3337500","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","Q687625","7530914","powiat radziejowski","1.0","Exact match via rdfs:label [global index] | 'Powiat Radziejowski' -> 'powiat radziejowski'"
"199","Gmina Osięciny","pow. Radziejowski","Woj. Kujawsko-Pomorskie","Polen","Q36","798544","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","Q54153","3337500","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","Q687625","7530914","powiat radziejowski","1.0","Exact match via rdfs:label [global index] | 'Powiat Radziejowski' -> 'powiat radziejowski'"
"200","Gmina Brześć Kujawski","pow. Włocławski","Woj. Kujawsko-Pomorskie","Polen","Q36","798544","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","Q54153","3337500","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","Q774833","7530921","Powiat Włocławski","1.0","Exact match via rdfs:label [global index] | 'Powiat Włocławski' -> 'Powiat Włocławski'"
"201","Gmina Brześć Kujawski","pow. Włocławski","Woj. Kujawsko-Pomorskie","Polen","Q36","798544","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","Q54153","3337500","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","Q774833","7530921","Powiat Włocławski","1.0","Exact match via rdfs:label [global index] | 'Powiat Włocławski' -> 'Powiat Włocławski'"
"202","Gmina Brześć Kujawski","pow. Włocławski","Woj. Kujawsko-Pomorskie","Polen","Q36","798544","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","Q54153","3337500","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","Q774833","7530921","Powiat Włocławski","1.0","Exact match via rdfs:label [global index] | 'Powiat Włocławski' -> 'Powiat Włocławski'"
"203","Gmina Brześć Kujawski","pow. Włocławski","Woj. Kujawsko-Pomorskie","Polen","Q36","798544","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","Q54153","3337500","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","Q774833","7530921","Powiat Włocławski","1.0","Exact match via rdfs:label [global index] | 'Powiat Włocławski' -> 'Powiat Włocławski'"
"204","Gmina Brześć Kujawski","pow. Włocławski","Woj. Kujawsko-Pomorskie","Polen","Q36","798544","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","Q54153","3337500","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","Q774833","7530921","Powiat Włocławski","1.0","Exact match via rdfs:label [global index] | 'Powiat Włocławski' -> 'Powiat Włocławski'"
"205","Gmina Brześć Kujawski","pow. Włocławski","Woj. Kujawsko-Pomorskie","Polen","Q36","798544","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","Q54153","3337500","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","Q774833","7530921","Powiat Włocławski","1.0","Exact match via rdfs:label [global index] | 'Powiat Włocławski' -> 'Powiat Włocławski'"
"206","Gmina Brześć Kujawski","pow. Włocławski","Woj. Kujawsko-Pomorskie","Polen","Q36","798544","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","Q54153","3337500","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","Q774833","7530921","Powiat Włocławski","1.0","Exact match via rdfs:label [global index] | 'Powiat Włocławski' -> 'Powiat Włocławski'"
"207","Gmina Brześć Kujawski","pow. Włocławski","Woj. Kujawsko-Pomorskie","Polen","Q36","798544","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","Q54153","3337500","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","Q774833","7530921","Powiat Włocławski","1.0","Exact match via rdfs:label [global index] | 'Powiat Włocławski' -> 'Powiat Włocławski'"
"208","Gmina Brześć Kujawski","pow. Włocławski","Woj. Kujawsko-Pomorskie","Polen","Q36","798544","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","Q54153","3337500","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","Q774833","7530921","Powiat Włocławski","1.0","Exact match via rdfs:label [global index] | 'Powiat Włocławski' -> 'Powiat Włocławski'"
"209","Gmina Brześć Kujawski","pow. Włocławski","Woj. Kujawsko-Pomorskie","Polen","Q36","798544","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","Q54153","3337500","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","Q774833","7530921","Powiat Włocławski","1.0","Exact match via rdfs:label [global index] | 'Powiat Włocławski' -> 'Powiat Włocławski'"
"210","Gmina Brześć Kujawski","pow. Włocławski","Woj. Kujawsko-Pomorskie","Polen","Q36","798544","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","Q54153","3337500","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","Q774833","7530921","Powiat Włocławski","1.0","Exact match via rdfs:label [global index] | 'Powiat Włocławski' -> 'Powiat Włocławski'"
"211","Gmina Brześć Kujawski","pow. Włocławski","Woj. Kujawsko-Pomorskie","Polen","Q36","798544","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","Q54153","3337500","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","Q774833","7530921","Powiat Włocławski","1.0","Exact match via rdfs:label [global index] | 'Powiat Włocławski' -> 'Powiat Włocławski'"
"212","Gmina Brześć Kujawski","pow. Włocławski","Woj. Kujawsko-Pomorskie","Polen","Q36","798544","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","Q54153","3337500","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","Q774833","7530921","Powiat Włocławski","1.0","Exact match via rdfs:label [global index] | 'Powiat Włocławski' -> 'Powiat Włocławski'"
"213","Gmina Brześć Kujawski","pow. Włocławski","Woj. Kujawsko-Pomorskie","Polen","Q36","798544","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","Q54153","3337500","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","Q774833","7530921","Powiat Włocławski","1.0","Exact match via rdfs:label [global index] | 'Powiat Włocławski' -> 'Powiat Włocławski'"
"214","Gmina Brześć Kujawski","pow. Włocławski","Woj. Kujawsko-Pomorskie","Polen","Q36","798544","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","Q54153","3337500","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","Q774833","7530921","Powiat Włocławski","1.0","Exact match via rdfs:label [global index] | 'Powiat Włocławski' -> 'Powiat Włocławski'"
"215","Gmina Brześć Kujawski","pow. Włocławski","Woj. Kujawsko-Pomorskie","Polen","Q36","798544","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","Q54153","3337500","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","Q774833","7530921","Powiat Włocławski","1.0","Exact match via rdfs:label [global index] | 'Powiat Włocławski' -> 'Powiat Włocławski'"
"216","Gmina Brześć Kujawski","pow. Włocławski","Woj. Kujawsko-Pomorskie","Polen","Q36","798544","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","Q54153","3337500","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","Q774833","7530921","Powiat Włocławski","1.0","Exact match via rdfs:label [global index] | 'Powiat Włocławski' -> 'Powiat Włocławski'"
"217","Gmina Brześć Kujawski","pow. Włocławski","Woj. Kujawsko-Pomorskie","Polen","Q36","798544","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","Q54153","3337500","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","Q774833","7530921","Powiat Włocławski","1.0","Exact match via rdfs:label [global index] | 'Powiat Włocławski' -> 'Powiat Włocławski'"
"218","Gmina Brześć Kujawski","pow. Włocławski","Woj. Kujawsko-Pomorskie","Polen","Q36","798544","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","Q54153","3337500","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","Q774833","7530921","Powiat Włocławski","1.0","Exact match via rdfs:label [global index] | 'Powiat Włocławski' -> 'Powiat Włocławski'"
"219","Gmina Brześć Kujawski","pow. Włocławski","Woj. Kujawsko-Pomorskie","Polen","Q36","798544","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","Q54153","3337500","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","Q774833","7530921","Powiat Włocławski","1.0","Exact match via rdfs:label [global index] | 'Powiat Włocławski' -> 'Powiat Włocławski'"
"220","Gmina Brześć Kujawski","pow. Włocławski","Woj. Kujawsko-Pomorskie","Polen","Q36","798544","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","Q54153","3337500","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","Q774833","7530921","Powiat Włocławski","1.0","Exact match via rdfs:label [global index] | 'Powiat Włocławski' -> 'Powiat Włocławski'"
"221","Gmina Brześć Kujawski","pow. Włocławski","Woj. Kujawsko-Pomorskie","Polen","Q36","798544","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","Q54153","3337500","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","Q774833","7530921","Powiat Włocławski","1.0","Exact match via rdfs:label [global index] | 'Powiat Włocławski' -> 'Powiat Włocławski'"
"222","Gmina Brześć Kujawski","pow. Włocławski","Woj. Kujawsko-Pomorskie","Polen","Q36","798544","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","Q54153","3337500","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","Q774833","7530921","Powiat Włocławski","1.0","Exact match via rdfs:label [global index] | 'Powiat Włocławski' -> 'Powiat Włocławski'"
"223","Gmina Włocławek","pow. Włocławski","Woj. Kujawsko-Pomorskie","Polen","Q36","798544","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","Q54153","3337500","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","Q774833","7530921","Powiat Włocławski","1.0","Exact match via rdfs:label [global index] | 'Powiat Włocławski' -> 'Powiat Włocławski'"
"224","Gmina Włocławek","pow. Włocławski","Woj. Kujawsko-Pomorskie","Polen","Q36","798544","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","Q54153","3337500","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","Q774833","7530921","Powiat Włocławski","1.0","Exact match via rdfs:label [global index] | 'Powiat Włocławski' -> 'Powiat Włocławski'"
"225","Gmina Włocławek","pow. Włocławski","Woj. Kujawsko-Pomorskie","Polen","Q36","798544","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","Q54153","3337500","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","Q774833","7530921","Powiat Włocławski","1.0","Exact match via rdfs:label [global index] | 'Powiat Włocławski' -> 'Powiat Włocławski'"
"226","Gmina Włocławek","pow. Włocławski","Woj. Kujawsko-Pomorskie","Polen","Q36","798544","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","Q54153","3337500","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","Q774833","7530921","Powiat Włocławski","1.0","Exact match via rdfs:label [global index] | 'Powiat Włocławski' -> 'Powiat Włocławski'"
"227","Włocławek","pow. Włocławski","Woj. Kujawsko-Pomorskie","Polen","Q36","798544","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","Q54153","3337500","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","Q774833","7530921","Powiat Włocławski","1.0","Exact match via rdfs:label [global index] | 'Powiat Włocławski' -> 'Powiat Włocławski'"
